19694,挤压应力场
21325,质量迁移
11482,南冈底斯
10949,颗粒破碎
1646,洋中脊
20874,隆升剥露
16760,地震同相轴
10505,余弦变换
6909,拆离构造
1527,风景
4392,新石器时代
6142,内伶仃洋
15999,白云岩化流体
2476,南祁连
11825,兴衰
4890,斑岩
578,曲线
21656,危险断层
12306,石英斑岩
9169,粒屑滩
2508,碎屑岩
2740,地貌类型
8413,余油
9502,逆冲推覆体
6157,棱角
1742,边值问题
6960,异常高压
19876,加权函数
10433,地球模型
20093,梯级电站
2823,活动断裂
2513,缓坡带
16346,库仑应力变化
12340,安宁河
1894,波动
19358,潜山面
3514,海相层
1314,径流
9622,成熟度参数
12900,中国南方
1992,学者
10568,灰色理论
2980,陆块
20760,华南陆缘
5607,长白山
9869,居民地
15134,哈腊苏
993,陡坡坡
20821,千湖山
20846,非均匀地质体
8589,草滩
18790,斜方辉石岩
7126,工业区
7152,灌区
6549,流场
16030,挤压应力
4786,晶体学
8409,指向性
224,角质体
12585,坳陷层序
15767,北苏鲁
4744,同生
18278,技术现状
1957,校准
621,地震分辨率
1146,水量
11620,高原区
10838,气枪
19244,群众
4982,矿震
10059,主观
13766,关家堡
6599,状态方程
11711,斑岩体
19021,古洪水事件
3109,阿尼玛卿
14854,西域组
12298,岩主
20807,芬登山
2977,沁水
6160,海退
8141,兴安
6563,蒸散量
8865,含蜡量
8697,红粘土
9046,丹巴地区
19797,桑塔木组
14134,地震丛集
3231,中侏罗统
16904,火山地貌
6575,三维可视化
17164,北美板块
1115,名词
15850,车排子凸起
18636,卡拉麦里缝合带
5107,三维建模
3147,麻粒岩
19247,白豹地区
2777,土壤裸露
2480,铜镍
610,匹配滤波
14065,等时地层格架
2415,岩浆
540,小波包分析
17315,脉冲编码
4735,针方向
7051,偏心率
123,作用
19490,不动水饱和度
5365,系统性
19108,印模法
10206,盐相关构造
9534,稳定碳同位素
19189,澧县凹陷
3279,印度板块
14458,界限信噪比
3527,古圈
21483,威利斯顿盆地
13371,低孔低渗储层
440,相对误差
13157,钾石盐
18605,江南古陆
1622,地球物理勘探
3546,洪泛面
12896,甲烷资源量
6214,熔岩流
12661,油气运移通道
7741,乌尔禾组
2835,方位
12144,物理学
15821,基质次生孔隙
19731,长江源头
17103,海陆地震联测
3890,玄武岩类
10214,踪迹
14746,固体沥青
5736,亚东
1339,碳酸盐含量
20313,深盆油
1226,东太平洋
12709,本溪组
13076,震击物
9206,伊利石结晶度
8278,变质演化
11851,热带生物海岸
1895,增温
14732,上断点
20678,瘦煤
4992,地震台
20943,壳幔解耦
11826,标高
19750,原地熔融
20413,渭干河灌区
2562,异常压力
11223,动态平衡
22029,三维单分量
17387,萨尔托海
5069,多层系
4407,气候环境变化
2998,地体
3120,扬子陆块
13164,超压封闭层
2549,长白山天池
21919,内陆盆地区
13821,右江
7363,巨晶
16681,高蜡原油
12465,天山北坡
16153,古龙断陷
2311,地震属性
4979,瑞雷波
8821,气烃
15915,合度
8116,标志层
1369,碎屑
3756,参数区
16890,重复线
1715,岛弧
1744,单元
8053,西江
14870,层状岩体
1913,冰碛
2776,风沙
18735,资源产业集群
707,分量
1200,环境污染
13235,相山铀
1712,层析成像
19323,蒙顶山背斜
9764,盈余
7201,古陆
6206,腐殖化度
921,东昆仑
14223,华北克拉通中部带
12151,质量评价
14242,平均法
10911,高导
115,砂体
7403,交叉项
13977,成熟探区
19144,垃圾填埋场
6055,工程地质特性
10397,构造组合
7023,地质聚合物
10800,滹沱河
13848,叠前地震资料
4509,大巴山
11375,热液型
16087,扩散系数
7877,介形类
4872,沉积组合
5006,晶间
1663,中地壳
11418,软流圈上涌
16614,京津唐及邻区
19845,熔体线理
1064,公式
15935,海侵层
640,年代
18279,航空物探
386,双河油田
6772,物质成分
21200,垂直导数
19801,新元古代早期
8432,随机溶洞介质
974,沉积学
7482,平顶海山
8520,递减率
17827,市辖区
16447,恩平凹陷
12756,木里
8901,分频解释
15860,黔西北地区
14248,硬柱石蓝片岩
11565,波状层理
17258,富钾火山岩带
3631,要点
19707,膏盐岩盖层
18973,阿尔凹陷
3142,辉岩
4892,矿产资源
14299,关中
8870,台子
4908,类别
14772,脂类
5322,图案
20722,壕金
2465,祁连
12321,分频反演
10844,振幅值
4485,含油气盆地
9200,判别
18428,远东
3625,沙溪
4188,网脉状
11237,半地堑
17337,勘探策略
19956,统沙河街
18064,深海平原
2948,风沙土
7594,随机过程
18318,成藏阶段
17508,岩心物性
11440,熔融源区
11719,玉龙
21110,断层错动
4432,盐山
5482,大陆斜坡
785,地壳缩短
16506,松科
12088,广元
16039,关中娄土剖面
17544,折返过程
12403,坝址处
17196,开发效果
20594,中心位置
18804,几何特征
6006,百分比
6689,氧化铝
5172,成藏动力
10380,拆离
8194,耕地整理
1174,深槽
7122,长春市
2155,岩浆源
15005,惠州凹陷
6067,元胞自动机
19206,高位溢流
2631,油流
11337,富蕴县
4153,辉铜矿
8070,油藏类型
11811,巴山
8371,烷基
1696,找矿
18188,照明补偿
15777,黑云斜
9493,盆地盐
18764,复合侵蚀
8208,超高压变质
14523,频散方程
9508,矿山梁
2861,基阶
7258,油气评价
980,缓坡
21518,演替模式
9710,多旋回构造运动
20180,地震发生概率
17249,原生矿物
9140,场地响应
18067,折返式处理流程
19338,时间匹配
7559,双检
2381,检波点
17061,相似度
4196,岩石学特征
12798,现代人
18567,珠江三角洲地区
3567,孤东油田
16198,绥滨坳陷
16355,孕震机制
575,信号
15280,发展空间
20723,海沟岩体
8227,景观资源
17809,砂体类型
21548,绕射多次波
15010,波静校
10601,溶蚀性
11133,生理
1709,东海
1199,步伐
20204,内孔
5344,晋陕峡谷
11653,结点
16013,金属成矿
7472,氧化作用
944,超声波
14941,水泉组
6086,沉积矿床
11787,海塘
1722,地层倾角
21949,安林
20111,初始碰撞
6422,冲击力
217,芳烃
12319,分岩性
9670,三角洲沉积
5804,岩石流
21150,纳米级孔隙
20230,东沙隆起
19030,直流
3578,单因素
2018,板块边界
19122,玉树地震
9278,陆内造山作用
4124,酸碱
6022,深圳
1508,遥感分析
19567,老鹳河
2533,砂坝
12707,下扬子北缘
21048,三阶弹性模量
21770,春风油田
14022,环境代用指标
10975,乙醇
12720,川东南
10485,波共
3322,细节
6036,颗粒物
15179,恐龙蛋
12634,电磁效应
14357,双庙
17834,走滑转换带
7690,主生气期
6464,学说
2953,碳储库
17025,松多榴辉岩
6051,热电
10919,经度
11114,泉域
14878,帐篷
7200,阿坝
10139,地层各向异性
3206,古元古代
15324,成像质量
21095,大陆边缘弧
19383,地电场观测
4334,粉砂岩
8096,烟囱
19652,主城区
20113,碎屑物质
3540,苏丹
2867,低速层
6795,低盐度
10785,早寒武世
370,古岩
20017,不透水面
14118,旅行时
5973,澳大利亚
13473,晚冰期
16759,正演问题
21441,大安寨段
12927,地壳厚度
906,卫星
8421,电缆地层测试器
16392,北黄海西部
12733,大陆碰撞
14077,区域特征
20528,层序边界
10725,参照物
5699,石英二长闪长岩
4805,横断山
5349,总数
565,时变
2803,横向不均匀性
2346,最大探测深度
15886,山丹
2110,沉积条件
13063,子源
6547,地幔对流
19278,甲基菲比值
13803,千米桥
7017,潮汐汊道
6874,特低渗
13991,计算精度
17235,矿床成因类型
53,资料
17043,低信噪比
16999,断裂控制
4141,找矿前景
10447,目标函数
9196,五峰组
17561,泾河流域
9434,泻湖相
11130,混合像元分解
9554,矿化体
1925,冰川区
11910,像元
5939,单斜
14709,通州区
11541,微组构
19500,快速匹配追踪
8859,孕甾烷
2086,植被演替
1108,礁灰岩
9630,中长
16439,双井微测井
3806,波数
15255,成像精度
21724,如意亭剖面
21639,稀疏分解
14924,滁州
19200,不规则地震数据
7182,孔渗性
14633,聚类分析法
3731,隐伏断裂
16223,坝组
12923,下地壳流动
9459,沙鲁里山
9149,空间变异
15104,页岩气
21090,苏维依组
20240,气源条件
13485,永安镇三角洲
8942,缘弧
1689,决定性
1799,通南巴
8266,白云石分解
11124,叠加法
5807,粘弹性
9338,边界品位
2376,岔路河
17730,常规圈
19563,白鹇湖
18230,冰芯剖面
16853,油气耗散
2361,大地电磁
13271,中泥盆
19685,多次波射线追踪
13987,王家岗
837,南盘
13292,矿物金
11073,构造抬升
20020,反投影
7015,褶皱带
2834,快慢
1924,海洋性
